"ï..region","subregion","country","agency","calendar_year","location_type","amount"
"Africa","Southern Africa","Southern Africa","UNDP",2020,"SUB",1718.51
"Africa","Southern Africa","Southern Africa","UNHABITAT",2020,"SUB",27056.63
"Africa","Southern Africa","Southern Africa","UNHCR",2020,"SUB",10153152.32
"Africa","Southern Africa","Southern Africa","UNODC",2020,"SUB",1898253.09
"Africa","Southern Africa","Southern Africa","UNWOMEN",2020,"SUB",3161827.23
"Africa","Southern Africa","Swaziland","FAO",2020,"COU",564501.39
"Africa","Southern Africa","Swaziland","ILO",2020,"COU",875751.88
"Africa","Southern Africa","Swaziland","IOM",2020,"COU",40683.28
"Africa","Southern Africa","Swaziland","UN",2020,"COU",1352255.37
"Africa","Southern Africa","Swaziland","UNAIDS",2020,"COU",690885
"Africa","Southern Africa","Swaziland","UNDP",2020,"COU",5968903.26
"Africa","Southern Africa","Swaziland","UNEP",2020,"COU",225016.08
"Africa","Southern Africa","Swaziland","UNFPA",2020,"COU",1503010.54
"Africa","Southern Africa","Swaziland","UNICEF",2020,"COU",4281299.59
"Africa","Southern Africa","Swaziland","WFP",2020,"COU",9446672.14
"Africa","Southern Africa","Swaziland","WHO",2020,"COU",2648467
"Africa","Southern Africa","Swaziland","WMO",2020,"COU",5055.49
"Africa","Sub-Saharan Africa","Sub-Saharan Africa","IOM",2020,"SUB",65018051.21
"Africa","Western Africa","Benin","FAO",2020,"COU",1457053.52
"Africa","Western Africa","Benin","ILO",2020,"COU",213701.86
"Africa","Western Africa","Benin","IOM",2020,"COU",314994.82
"Africa","Western Africa","Benin","UN",2020,"COU",1090650.71
"Africa","Western Africa","Benin","UNAIDS",2020,"COU",574829
"Africa","Western Africa","Benin","UNCDF",2020,"COU",176650.98
"Africa","Western Africa","Benin","UNDP",2020,"COU",15523258.38
"Africa","Western Africa","Benin","UNEP",2020,"COU",470507.97
"Africa","Western Africa","Benin","UNFPA",2020,"COU",5675569.25
"Africa","Western Africa","Benin","UNHCR",2020,"COU",324263.85
"Africa","Western Africa","Benin","UNICEF",2020,"COU",22044681.51
"Africa","Western Africa","Benin","UNIDO",2020,"COU",12084.76
"Africa","Western Africa","Benin","UNODC",2020,"COU",-76.78
"Africa","Western Africa","Benin","UNOPS",2020,"COU",540532.82
"Africa","Western Africa","Benin","UNV",2020,"COU",1154.09
"Africa","Western Africa","Benin","WFP",2020,"COU",13225076.29
"Africa","Western Africa","Benin","WHO",2020,"COU",6956656
"Africa","Western Africa","Burkina Faso","FAO",2020,"COU",10633178.45
"Africa","Western Africa","Burkina Faso","ILO",2020,"COU",1556170.65
"Africa","Western Africa","Burkina Faso","IOM",2020,"COU",7047757.2
"Africa","Western Africa","Burkina Faso","UN",2020,"COU",18773085.06
"Africa","Western Africa","Burkina Faso","UNAIDS",2020,"COU",838833
"Africa","Western Africa","Burkina Faso","UNCDF",2020,"COU",1620154.34
"Africa","Western Africa","Burkina Faso","UNDP",2020,"COU",31574656.38
"Africa","Western Africa","Burkina Faso","UNEP",2020,"COU",136851.75
"Africa","Western Africa","Burkina Faso","UNFPA",2020,"COU",11609511.66
"Africa","Western Africa","Burkina Faso","UNHABITAT",2020,"COU",248918.46
"Africa","Western Africa","Burkina Faso","UNHCR",2020,"COU",45112695.01
"Africa","Western Africa","Burkina Faso","UNICEF",2020,"COU",89034772.52
"Africa","Western Africa","Burkina Faso","UNIDO",2020,"COU",1038309.1
"Africa","Western Africa","Burkina Faso","UNODC",2020,"COU",680776.75
"Africa","Western Africa","Burkina Faso","UNOPS",2020,"COU",1397621.06
"Africa","Western Africa","Burkina Faso","UNV",2020,"COU",2393.52
"Africa","Western Africa","Burkina Faso","UPU",2020,"COU",10116.65
"Africa","Western Africa","Burkina Faso","WFP",2020,"COU",111879781.13
"Africa","Western Africa","Burkina Faso","WHO",2020,"COU",18528799
"Africa","Western Africa","Burkina Faso","WMO",2020,"COU",356415.63
"Africa","Western Africa","Cabo Verde","FAO",2020,"COU",2698316.76
"Africa","Western Africa","Cabo Verde","ICAO",2020,"COU",-2627.15
"Africa","Western Africa","Cabo Verde","ILO",2020,"COU",2694802.67
"Africa","Western Africa","Cabo Verde","IOM",2020,"COU",60646.61
"Africa","Western Africa","Cabo Verde","UN",2020,"COU",1174187.94
"Africa","Western Africa","Cabo Verde","UNDP",2020,"COU",9297690.5
"Africa","Western Africa","Cabo Verde","UNFPA",2020,"COU",1146608.72
"Africa","Western Africa","Cabo Verde","UNICEF",2020,"COU",2585017.37
"Africa","Western Africa","Cabo Verde","UNIDO",2020,"COU",779567.65
"Africa","Western Africa","Cabo Verde","UNODC",2020,"COU",27394.07
"Africa","Western Africa","Cabo Verde","UNWOMEN",2020,"COU",60700.95
"Africa","Western Africa","Cabo Verde","UNWTO",2020,"COU",4451.55
"Africa","Western Africa","Cabo Verde","WHO",2020,"COU",2161807
"Africa","Western Africa","Gambia","FAO",2020,"COU",6326681.13
"Africa","Western Africa","Gambia","ILO",2020,"COU",198048.73
"Africa","Western Africa","Gambia","IOM",2020,"COU",2289816.2
"Africa","Western Africa","Gambia","UN",2020,"COU",1583908.14
"Africa","Western Africa","Gambia","UNAIDS",2020,"COU",94216
"Africa","Western Africa","Gambia","UNCDF",2020,"COU",2312993.59
"Africa","Western Africa","Gambia","UNDP",2020,"COU",10868904.92
"Africa","Western Africa","Gambia","UNEP",2020,"COU",2835564.89
"Africa","Western Africa","Gambia","UNFPA",2020,"COU",3044497.84
"Africa","Western Africa","Gambia","UNHABITAT",2020,"COU",0
"Africa","Western Africa","Gambia","UNHCR",2020,"COU",493615.72
"Africa","Western Africa","Gambia","UNICEF",2020,"COU",7114580.28
"Africa","Western Africa","Gambia","UNIDO",2020,"COU",647622.98
"Africa","Western Africa","Gambia","UNODC",2020,"COU",262989.68
"Africa","Western Africa","Gambia","UNOPS",2020,"COU",5334213.71
"Africa","Western Africa","Gambia","UNWTO",2020,"COU",1776.74
"Africa","Western Africa","Gambia","WFP",2020,"COU",2774518.19
"Africa","Western Africa","Gambia","WHO",2020,"COU",1598693
"Africa","Western Africa","Ghana","FAO",2020,"COU",1753483.86
"Africa","Western Africa","Ghana","ILO",2020,"COU",4596065.96
"Africa","Western Africa","Ghana","IOM",2020,"COU",4109950.85
"Africa","Western Africa","Ghana","UN",2020,"COU",989024.82
"Africa","Western Africa","Ghana","UNAIDS",2020,"COU",830125
"Africa","Western Africa","Ghana","UNCDF",2020,"COU",1246328.73
"Africa","Western Africa","Ghana","UNDP",2020,"COU",9166609.87
"Africa","Western Africa","Ghana","UNEP",2020,"COU",560792
"Africa","Western Africa","Ghana","UNFPA",2020,"COU",9145338.15
"Africa","Western Africa","Ghana","UNHABITAT",2020,"COU",305194.14
"Africa","Western Africa","Ghana","UNHCR",2020,"COU",6951833.93
"Africa","Western Africa","Ghana","UNICEF",2020,"COU",29073737.18
"Africa","Western Africa","Ghana","UNIDO",2020,"COU",3024940.98
"Africa","Western Africa","Ghana","UNOPS",2020,"COU",1531467.56
"Africa","Western Africa","Ghana","UNU",2020,"COU",2339616
"Africa","Western Africa","Ghana","WFP",2020,"COU",7509473.68
"Africa","Western Africa","Ghana","WHO",2020,"COU",13556837
"Africa","Western Africa","Ghana","WMO",2020,"COU",42670.44
"Africa","Western Africa","Guinea","FAO",2020,"COU",2494874.42
"Africa","Western Africa","Guinea","ILO",2020,"COU",120396.71
"Africa","Western Africa","Guinea","IOM",2020,"COU",5413050.54
"Africa","Western Africa","Guinea","UN",2020,"COU",3669294.43
"Africa","Western Africa","Guinea","UNAIDS",2020,"COU",467586
"Africa","Western Africa","Guinea","UNCDF",2020,"COU",609354.53
"Africa","Western Africa","Guinea","UNDP",2020,"COU",23405100.67
"Africa","Western Africa","Guinea","UNEP",2020,"COU",83362.4
"Africa","Western Africa","Guinea","UNFPA",2020,"COU",5998366.69
"Africa","Western Africa","Guinea","UNHABITAT",2020,"COU",849567.88
"Africa","Western Africa","Guinea","UNHCR",2020,"COU",1023773.03
"Africa","Western Africa","Guinea","UNICEF",2020,"COU",31877791.91
"Africa","Western Africa","Guinea","UNIDO",2020,"COU",2351659.29
"Africa","Western Africa","Guinea","UNODC",2020,"COU",0.08
"Africa","Western Africa","Guinea","UNOPS",2020,"COU",7042756.7
"Africa","Western Africa","Guinea","UNV",2020,"COU",3331.82
"Africa","Western Africa","Guinea","WFP",2020,"COU",9891923.37
"Africa","Western Africa","Guinea","WHO",2020,"COU",6894919
"Africa","Western Africa","Guinea","WMO",2020,"COU",233.3
"Africa","Western Africa","Guinea-Bissau","FAO",2020,"COU",1319582.98
"Africa","Western Africa","Guinea-Bissau","ILO",2020,"COU",386097.85
"Africa","Western Africa","Guinea-Bissau","IOM",2020,"COU",826701.16
"Africa","Western Africa","Guinea-Bissau","UN",2020,"COU",17936039.96
"Africa","Western Africa","Guinea-Bissau","UNDP",2020,"COU",22925973.52
"Africa","Western Africa","Guinea-Bissau","UNEP",2020,"COU",30000
"Africa","Western Africa","Guinea-Bissau","UNFPA",2020,"COU",2310211.65
"Africa","Western Africa","Guinea-Bissau","UNHABITAT",2020,"COU",295961.88
"Africa","Western Africa","Guinea-Bissau","UNHCR",2020,"COU",1177782.84
"Africa","Western Africa","Guinea-Bissau","UNICEF",2020,"COU",10247654.28
"Africa","Western Africa","Guinea-Bissau","UNIDO",2020,"COU",743268.41
"Africa","Western Africa","Guinea-Bissau","UNODC",2020,"COU",-13.83
"Africa","Western Africa","Guinea-Bissau","UNOPS",2020,"COU",2464288.27
"Africa","Western Africa","Guinea-Bissau","UNV",2020,"COU",2063.44
"Africa","Western Africa","Guinea-Bissau","UNWOMEN",2020,"COU",139371.71
"Africa","Western Africa","Guinea-Bissau","WFP",2020,"COU",6575039.95
"Africa","Western Africa","Guinea-Bissau","WHO",2020,"COU",3608195
"Africa","Western Africa","Ivory Coast","FAO",2020,"COU",2930746.61
"Africa","Western Africa","Ivory Coast","ICC",2020,"COU",8158771.78
"Africa","Western Africa","Ivory Coast","ILO",2020,"COU",3779692.61
"Africa","Western Africa","Ivory Coast","IOM",2020,"COU",3022605.9
"Africa","Western Africa","Ivory Coast","UN",2020,"COU",2431002.07
"Africa","Western Africa","Ivory Coast","UNAIDS",2020,"COU",1463767
"Africa","Western Africa","Ivory Coast","UNCDF",2020,"COU",20800
"Africa","Western Africa","Ivory Coast","UNDP",2020,"COU",22650098.05
"Africa","Western Africa","Ivory Coast","UNEP",2020,"COU",953931
"Africa","Western Africa","Ivory Coast","UNFPA",2020,"COU",14824800.02
"Africa","Western Africa","Ivory Coast","UNHCR",2020,"COU",7790691.19
"Africa","Western Africa","Ivory Coast","UNICEF",2020,"COU",43828621.01
"Africa","Western Africa","Ivory Coast","UNIDO",2020,"COU",11688952.33
"Africa","Western Africa","Ivory Coast","UNODC",2020,"COU",31866.01
"Africa","Western Africa","Ivory Coast","UNOPS",2020,"COU",132260.16
"Africa","Western Africa","Ivory Coast","UNV",2020,"COU",1733.09
"Africa","Western Africa","Ivory Coast","UNWOMEN",2020,"COU",1694129.13
"Africa","Western Africa","Ivory Coast","UNWTO",2020,"COU",350510.42
"Africa","Western Africa","Ivory Coast","WFP",2020,"COU",7672169.49
"Africa","Western Africa","Ivory Coast","WHO",2020,"COU",8443398
"Africa","Western Africa","Ivory Coast","WMO",2020,"COU",164.21
"Africa","Western Africa","Liberia","FAO",2020,"COU",3528875.12
"Africa","Western Africa","Liberia","ILO",2020,"COU",823961.72
"Africa","Western Africa","Liberia","IOM",2020,"COU",10280.06
"Africa","Western Africa","Liberia","UN",2020,"COU",62872948.49
"Africa","Western Africa","Liberia","UNAIDS",2020,"COU",452066
"Africa","Western Africa","Liberia","UNCDF",2020,"COU",26118.69
"Africa","Western Africa","Liberia","UNDP",2020,"COU",20479746.92
"Africa","Western Africa","Liberia","UNEP",2020,"COU",78131.54
"Africa","Western Africa","Liberia","UNFPA",2020,"COU",8658648.13
"Africa","Western Africa","Liberia","UNHABITAT",2020,"COU",90659.59
"Africa","Western Africa","Liberia","UNHCR",2020,"COU",8455696.28
"Africa","Western Africa","Liberia","UNICEF",2020,"COU",17382666.73
"Africa","Western Africa","Liberia","UNIDO",2020,"COU",4437349.96
"Africa","Western Africa","Liberia","UNODC",2020,"COU",695251.93
"Africa","Western Africa","Liberia","UNOPS",2020,"COU",2109559.69
"Africa","Western Africa","Liberia","UNWOMEN",2020,"COU",6818302.75
"Africa","Western Africa","Liberia","WFP",2020,"COU",21442479.47
"Africa","Western Africa","Liberia","WHO",2020,"COU",7952013
"Africa","Western Africa","Mali","DPKO",2020,"COU",1202274210
"Africa","Western Africa","Mali","FAO",2020,"COU",8290671.15
"Africa","Western Africa","Mali","ICC",2020,"COU",8315770.55
"Africa","Western Africa","Mali","ILO",2020,"COU",1789510.83
"Africa","Western Africa","Mali","IOM",2020,"COU",2276303.83
"Africa","Western Africa","Mali","UN",2020,"COU",24795139.39
"Africa","Western Africa","Mali","UNAIDS",2020,"COU",1030103
"Africa","Western Africa","Mali","UNCDF",2020,"COU",411960.53
"Africa","Western Africa","Mali","UNDP",2020,"COU",33133325.18
"Africa","Western Africa","Mali","UNEP",2020,"COU",46266.78
"Africa","Western Africa","Mali","UNFPA",2020,"COU",16215636.1
"Africa","Western Africa","Mali","UNHABITAT",2020,"COU",1750
"Africa","Western Africa","Mali","UNHCR",2020,"COU",19463274.16
"Africa","Western Africa","Mali","UNICEF",2020,"COU",86701389.01
"Africa","Western Africa","Mali","UNIDO",2020,"COU",382460.32
"Africa","Western Africa","Mali","UNODC",2020,"COU",207645.26
"Africa","Western Africa","Mali","UNOPS",2020,"COU",47230626.47
"Africa","Western Africa","Mali","UNWOMEN",2020,"COU",8482215.67
"Africa","Western Africa","Mali","WFP",2020,"COU",104778418.45
"Africa","Western Africa","Mali","WHO",2020,"COU",9159823
"Africa","Western Africa","Mali","WMO",2020,"COU",3465.46
"Africa","Western Africa","Mauritania","FAO",2020,"COU",3225920.88
"Africa","Western Africa","Mauritania","ICAO",2020,"COU",2852.36
"Africa","Western Africa","Mauritania","ILO",2020,"COU",7153892.9
"Africa","Western Africa","Mauritania","IOM",2020,"COU",5167204.46
"Africa","Western Africa","Mauritania","UN",2020,"COU",8320804.99
"Africa","Western Africa","Mauritania","UNAIDS",2020,"COU",170579
"Africa","Western Africa","Mauritania","UNDP",2020,"COU",8507900.55
"Africa","Western Africa","Mauritania","UNEP",2020,"COU",1492202.94
"Africa","Western Africa","Mauritania","UNFPA",2020,"COU",3660163.14
"Africa","Western Africa","Mauritania","UNHCR",2020,"COU",16435586.48
"Africa","Western Africa","Mauritania","UNICEF",2020,"COU",23203791.57
"Africa","Western Africa","Mauritania","UNIDO",2020,"COU",66399.2
"Africa","Western Africa","Mauritania","WFP",2020,"COU",34738195.28
"Africa","Western Africa","Mauritania","WHO",2020,"COU",5815371
"Africa","Western Africa","Niger","FAO",2020,"COU",9839039.72
"Africa","Western Africa","Niger","ILO",2020,"COU",2139168.55
"Africa","Western Africa","Niger","IOM",2020,"COU",27416480.38
"Africa","Western Africa","Niger","UN",2020,"COU",28549786.67
"Africa","Western Africa","Niger","UNAIDS",2020,"COU",597592
"Africa","Western Africa","Niger","UNCDF",2020,"COU",946566.42
"Africa","Western Africa","Niger","UNDP",2020,"COU",35807881.8
"Africa","Western Africa","Niger","UNEP",2020,"COU",194336.45
"Africa","Western Africa","Niger","UNFPA",2020,"COU",17247056.65
"Africa","Western Africa","Niger","UNHCR",2020,"COU",72869236.69
"Africa","Western Africa","Niger","UNICEF",2020,"COU",93500886.4
"Africa","Western Africa","Niger","UNIDO",2020,"COU",138426.07
"Africa","Western Africa","Niger","UNODC",2020,"COU",95590.92
"Africa","Western Africa","Niger","UNOPS",2020,"COU",3981477.84
"Africa","Western Africa","Niger","UNWOMEN",2020,"COU",2958039.25
"Africa","Western Africa","Niger","UPU",2020,"COU",3171.01
"Africa","Western Africa","Niger","WFP",2020,"COU",153324266.36
"Africa","Western Africa","Niger","WHO",2020,"COU",11270762
"Africa","Western Africa","Nigeria","FAO",2020,"COU",11124024.52
"Africa","Western Africa","Nigeria","ICAO",2020,"COU",2983.4
"Africa","Western Africa","Nigeria","ILO",2020,"COU",2324144.52
"Africa","Western Africa","Nigeria","IOM",2020,"COU",41096719.22
"Africa","Western Africa","Nigeria","UN",2020,"COU",56000044.29
"Africa","Western Africa","Nigeria","UNAIDS",2020,"COU",3548495
"Africa","Western Africa","Nigeria","UNDP",2020,"COU",64354851.29
"Africa","Western Africa","Nigeria","UNEP",2020,"COU",35738.04
"Africa","Western Africa","Nigeria","UNFPA",2020,"COU",25939864.43
"Africa","Western Africa","Nigeria","UNHCR",2020,"COU",44354696.76
"Africa","Western Africa","Nigeria","UNICEF",2020,"COU",220863267.96
"Africa","Western Africa","Nigeria","UNIDO",2020,"COU",2916805.21
"Africa","Western Africa","Nigeria","UNODC",2020,"COU",3858048.93
"Africa","Western Africa","Nigeria","UNOPS",2020,"COU",840468.01
"Africa","Western Africa","Nigeria","UNWOMEN",2020,"COU",6108336.71
"Africa","Western Africa","Nigeria","WFP",2020,"COU",212527168.93
"Africa","Western Africa","Nigeria","WHO",2020,"COU",98586493
"Africa","Western Africa","Nigeria","WMO",2020,"COU",26143.83
"Africa","Western Africa","Senegal","FAO",2020,"COU",6510561.21
"Africa","Western Africa","Senegal","ILO",2020,"COU",5112550.07
"Africa","Western Africa","Senegal","IOM",2020,"COU",6911068.98
"Africa","Western Africa","Senegal","UN",2020,"COU",7098892.77
"Africa","Western Africa","Senegal","UNAIDS",2020,"COU",202102
"Africa","Western Africa","Senegal","UNCDF",2020,"COU",1047077.73
"Africa","Western Africa","Senegal","UNDP",2020,"COU",12168115.24
"Africa","Western Africa","Senegal","UNEP",2020,"COU",142747.29
"Africa","Western Africa","Senegal","UNFPA",2020,"COU",9915090.93
"Africa","Western Africa","Senegal","UNHABITAT",2020,"COU",63866.9
"Africa","Western Africa","Senegal","UNHCR",2020,"COU",5320578.1
"Africa","Western Africa","Senegal","UNICEF",2020,"COU",15580315.62
"Africa","Western Africa","Senegal","UNIDO",2020,"COU",3925318.27
"Africa","Western Africa","Senegal","UNODC",2020,"COU",1277793.45
"Africa","Western Africa","Senegal","UNOPS",2020,"COU",3647292.38
"Africa","Western Africa","Senegal","UNV",2020,"COU",2333.94
"Africa","Western Africa","Senegal","UNWOMEN",2020,"COU",1468466.95
"Africa","Western Africa","Senegal","UPU",2020,"COU",11513.02
"Africa","Western Africa","Senegal","WFP",2020,"COU",24377696
"Africa","Western Africa","Senegal","WHO",2020,"COU",4587908
"Africa","Western Africa","Senegal","WMO",2020,"COU",2664.78
"Africa","Western Africa","Sierra Leone","FAO",2020,"COU",2470195.24
"Africa","Western Africa","Sierra Leone","ICAO",2020,"COU",72679.88
"Africa","Western Africa","Sierra Leone","ILO",2020,"COU",1578723.53
"Africa","Western Africa","Sierra Leone","IOM",2020,"COU",753519.38
"Africa","Western Africa","Sierra Leone","UN",2020,"COU",2118814.54
"Africa","Western Africa","Sierra Leone","UNAIDS",2020,"COU",485246
"Africa","Western Africa","Sierra Leone","UNCDF",2020,"COU",17225.84
"Africa","Western Africa","Sierra Leone","UNDP",2020,"COU",14488766.4
"Africa","Western Africa","Sierra Leone","UNEP",2020,"COU",528483.69
"Africa","Western Africa","Sierra Leone","UNFPA",2020,"COU",9258797.7
"Africa","Western Africa","Sierra Leone","UNHCR",2020,"COU",149835.56
"Africa","Western Africa","Sierra Leone","UNICEF",2020,"COU",38688129.87
"Africa","Western Africa","Sierra Leone","UNIDO",2020,"COU",1113363.33
"Africa","Western Africa","Sierra Leone","UNODC",2020,"COU",-3094.35
"Africa","Western Africa","Sierra Leone","UNOPS",2020,"COU",12822983.55
"Africa","Western Africa","Sierra Leone","UNV",2020,"COU",1857.42
"Africa","Western Africa","Sierra Leone","UNWOMEN",2020,"COU",863438.95
"Africa","Western Africa","Sierra Leone","WFP",2020,"COU",11960595.08
"Africa","Western Africa","Sierra Leone","WHO",2020,"COU",10791966
"Africa","Western Africa","Sierra Leone","WMO",2020,"COU",317.1
"Africa","Western Africa","Togo","FAO",2020,"COU",2481893.07
"Africa","Western Africa","Togo","ILO",2020,"COU",702158.39
"Africa","Western Africa","Togo","UN",2020,"COU",1286299.25
"Africa","Western Africa","Togo","UNAIDS",2020,"COU",581339
"Africa","Western Africa","Togo","UNCDF",2020,"COU",820675.44
"Africa","Western Africa","Togo","UNDP",2020,"COU",18691728.99
"Africa","Western Africa","Togo","UNEP",2020,"COU",113598
"Africa","Western Africa","Togo","UNFPA",2020,"COU",4370716.2
"Africa","Western Africa","Togo","UNHCR",2020,"COU",1103620.27
"Africa","Western Africa","Togo","UNICEF",2020,"COU",18657302.96
"Africa","Western Africa","Togo","UNIDO",2020,"COU",292836.42
"Africa","Western Africa","Togo","UNOPS",2020,"COU",340502.13
"Africa","Western Africa","Togo","UPU",2020,"COU",46762.17
"Africa","Western Africa","Togo","WFP",2020,"COU",1040759.26
"Africa","Western Africa","Togo","WHO",2020,"COU",4342384
"Africa","Western Africa","Togo","WMO",2020,"COU",13818.8
"Africa","Western Africa","Western Africa","FAO",2020,"SUB",5967116.34
"Africa","Western Africa","Western Africa","ILO",2020,"SUB",983089.85
"Africa","Western Africa","Western Africa","IOM",2020,"SUB",13398343.29
"Africa","Western Africa","Western Africa","ITU",2020,"SUB",4765.57
"Africa","Western Africa","Western Africa","UN",2020,"SUB",16646071.56
"Africa","Western Africa","Western Africa","UNDP",2020,"SUB",3740828.33
"Africa","Western Africa","Western Africa","UNHCR",2020,"SUB",12630809.49
"Africa","Western Africa","Western Africa","UNODC",2020,"SUB",9910772.1
"Africa","Western Africa","Western Africa","UNWOMEN",2020,"SUB",4570343.09
"Americas","Americas","Americas","ICAO",2020,"REG",8581659.76
"Americas","Americas","Americas","ITU",2020,"REG",26736.13
"Americas","Americas","Americas","UN",2020,"REG",322772.2
"Americas","Americas","Americas","UNEP",2020,"REG",3522988.18
"Americas","Americas","Americas","UNESCO",2020,"REG",44422300
"Americas","Americas","Americas","UNHABITAT",2020,"REG",470041.27
"Americas","Americas","Americas","UNHCR",2020,"REG",15164078.66
"Americas","Americas","Americas","UNIDO",2020,"REG",3347415.15
"Americas","Americas","Americas","UNODC",2020,"REG",93744.6
"Americas","Americas","Americas","UPU",2020,"REG",81705.55
"Americas","Americas","Americas","WHO",2020,"REG",52899363
"Americas","Latin America and the Caribbean","Anguilla","ILO",2020,"COU",30841.06
"Americas","Latin America and the Caribbean","Anguilla","PAHO",2020,"COU",93000
"Americas","Latin America and the Caribbean","Antigua and Barbuda","FAO",2020,"COU",115050.1
"Americas","Latin America and the Caribbean","Antigua and Barbuda","ILO",2020,"COU",49357.81
"Americas","Latin America and the Caribbean","Antigua and Barbuda","PAHO",2020,"COU",232000
"Americas","Latin America and the Caribbean","Antigua and Barbuda","UNDP",2020,"COU",2337949.51
"Americas","Latin America and the Caribbean","Antigua and Barbuda","UNEP",2020,"COU",2576518.9
"Americas","Latin America and the Caribbean","Antigua and Barbuda","UNOPS",2020,"COU",71052.83
"Americas","Latin America and the Caribbean","Antigua and Barbuda","WHO",2020,"COU",367762
"Americas","Latin America and the Caribbean","Argentina","FAO",2020,"COU",1091289.58
"Americas","Latin America and the Caribbean","Argentina","ICAO",2020,"COU",12030185.94
"Americas","Latin America and the Caribbean","Argentina","ILO",2020,"COU",4358126.18
"Americas","Latin America and the Caribbean","Argentina","IOM",2020,"COU",3295293.55
"Americas","Latin America and the Caribbean","Argentina","PAHO",2020,"COU",11429000
"Americas","Latin America and the Caribbean","Argentina","UN",2020,"COU",1438411.03
"Americas","Latin America and the Caribbean","Argentina","UNAIDS",2020,"COU",709697
"Americas","Latin America and the Caribbean","Argentina","UNDP",2020,"COU",183894359.2
"Americas","Latin America and the Caribbean","Argentina","UNEP",2020,"COU",42649.36
"Americas","Latin America and the Caribbean","Argentina","UNFPA",2020,"COU",848849.78
"Americas","Latin America and the Caribbean","Argentina","UNHABITAT",2020,"COU",3778.59
"Americas","Latin America and the Caribbean","Argentina","UNHCR",2020,"COU",10085041.58
"Americas","Latin America and the Caribbean","Argentina","UNICEF",2020,"COU",21344934.74
"Americas","Latin America and the Caribbean","Argentina","UNIDO",2020,"COU",1897727.4
"Americas","Latin America and the Caribbean","Argentina","UNODC",2020,"COU",67654.48
"Americas","Latin America and the Caribbean","Argentina","UNOPS",2020,"COU",63576769.45
"Americas","Latin America and the Caribbean","Argentina","UNWOMEN",2020,"COU",1542030.21
"Americas","Latin America and the Caribbean","Argentina","UNWTO",2020,"COU",41753.3
"Americas","Latin America and the Caribbean","Argentina","WHO",2020,"COU",2439487
"Americas","Latin America and the Caribbean","Argentina","WMO",2020,"COU",223638.73
"Americas","Latin America and the Caribbean","Aruba","ILO",2020,"COU",54339.02
"Americas","Latin America and the Caribbean","Aruba","PAHO",2020,"COU",57000
"Americas","Latin America and the Caribbean","Aruba","UN",2020,"COU",149625.6
"Americas","Latin America and the Caribbean","Aruba","UNWTO",2020,"COU",4644.91
"Americas","Latin America and the Caribbean","Bahamas","FAO",2020,"COU",40341.29
"Americas","Latin America and the Caribbean","Bahamas","ILO",2020,"COU",112235.4
"Americas","Latin America and the Caribbean","Bahamas","IOM",2020,"COU",1151776.72
"Americas","Latin America and the Caribbean","Bahamas","PAHO",2020,"COU",2989000
"Americas","Latin America and the Caribbean","Bahamas","UN",2020,"COU",-728.03
"Americas","Latin America and the Caribbean","Bahamas","UNDP",2020,"COU",42299.01
"Americas","Latin America and the Caribbean","Bahamas","UNEP",2020,"COU",827666.65
"Americas","Latin America and the Caribbean","Bahamas","UNIDO",2020,"COU",54044.94
"Americas","Latin America and the Caribbean","Bahamas","WFP",2020,"COU",364405.16
"Americas","Latin America and the Caribbean","Bahamas","WHO",2020,"COU",1547242
"Americas","Latin America and the Caribbean","Barbados","FAO",2020,"COU",606611.77
"Americas","Latin America and the Caribbean","Barbados","ICAO",2020,"COU",46323.02
"Americas","Latin America and the Caribbean","Barbados","ILO",2020,"COU",443578.03
"Americas","Latin America and the Caribbean","Barbados","ITU",2020,"COU",11157.42
"Americas","Latin America and the Caribbean","Barbados","PAHO",2020,"COU",2797000
"Americas","Latin America and the Caribbean","Barbados","UN",2020,"COU",2407697.63
"Americas","Latin America and the Caribbean","Barbados","UNDP",2020,"COU",4657230.24
"Americas","Latin America and the Caribbean","Barbados","UNICEF",2020,"COU",10063304.81
"Americas","Latin America and the Caribbean","Barbados","UNIDO",2020,"COU",278513.85
"Americas","Latin America and the Caribbean","Barbados","UPU",2020,"COU",17893.54
"Americas","Latin America and the Caribbean","Barbados","WFP",2020,"COU",108830.57
"Americas","Latin America and the Caribbean","Barbados","WHO",2020,"COU",513056
"Americas","Latin America and the Caribbean","Barbados","WMO",2020,"COU",9071.35
"Americas","Latin America and the Caribbean","Belize","FAO",2020,"COU",20303.2
"Americas","Latin America and the Caribbean","Belize","ILO",2020,"COU",357054.13
"Americas","Latin America and the Caribbean","Belize","IOM",2020,"COU",35772.33
"Americas","Latin America and the Caribbean","Belize","PAHO",2020,"COU",1367000
"Americas","Latin America and the Caribbean","Belize","UN",2020,"COU",570203.2
"Americas","Latin America and the Caribbean","Belize","UNDP",2020,"COU",2716758.66
"Americas","Latin America and the Caribbean","Belize","UNEP",2020,"COU",48782
"Americas","Latin America and the Caribbean","Belize","UNHCR",2020,"COU",1632723.68
"Americas","Latin America and the Caribbean","Belize","UNICEF",2020,"COU",3285217.64
"Americas","Latin America and the Caribbean","Belize","UNOPS",2020,"COU",284360.65
"Americas","Latin America and the Caribbean","Belize","WHO",2020,"COU",1261845
"Americas","Latin America and the Caribbean","Bolivia","FAO",2020,"COU",3805638.35
